image_id,filepath,kind,tradition,original_path,product_name,brands,image_url,source,licence,commons_title,artist,credit,descriptionurl,style_licence
00184849,data\processed\packaging\00184849.png,packaging,,data\raw\packaging\00184849.jpg,Kerala Nendran Banana Chips,Noice,https://images.openfoodfacts.org/images/products/000/000/018/4849/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
00291238,data\processed\packaging\00291238.png,packaging,,data\raw\packaging\00291238.jpg,Salted Potato Wafers,Noice,https://images.openfoodfacts.org/images/products/000/000/029/1238/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
06231512,data\processed\packaging\06231512.png,packaging,,data\raw\packaging\06231512.jpg,India's magic masala,Lay's,https://images.openfoodfacts.org/images/products/000/000/623/1512/front_en.4.full.jpg,open_food_facts,CC-BY-SA,,,,,
0793591862453,data\processed\packaging\0793591862453.png,packaging,,data\raw\packaging\0793591862453.jpg,Kerala Banana Chips,Byond Snack,https://images.openfoodfacts.org/images/products/079/359/186/2453/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
0793591862460,data\processed\packaging\0793591862460.png,packaging,,data\raw\packaging\0793591862460.jpg,Kerala Banana Chips,Beyond Snacks,https://images.openfoodfacts.org/images/products/079/359/186/2460/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
0793591862477,data\processed\packaging\0793591862477.png,packaging,,data\raw\packaging\0793591862477.jpg,kerala chips,beyond snacks,https://images.openfoodfacts.org/images/products/079/359/186/2477/front_en.4.full.jpg,open_food_facts,CC-BY-SA,,,,,
0794712831693,data\processed\packaging\0794712831693.png,packaging,,data\raw\packaging\0794712831693.jpg,Banana chips,Beyond snack,https://images.openfoodfacts.org/images/products/079/471/283/1693/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
0796548217719,data\processed\packaging\0796548217719.png,packaging,,data\raw\packaging\0796548217719.jpg,,,https://images.openfoodfacts.org/images/products/079/654/821/7719/front_en.7.full.jpg,open_food_facts,CC-BY-SA,,,,,
0825925535082,data\processed\packaging\0825925535082.png,packaging,,data\raw\packaging\0825925535082.jpg,,,https://images.openfoodfacts.org/images/products/082/592/553/5082/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
0921381982870,data\processed\packaging\0921381982870.png,packaging,,data\raw\packaging\0921381982870.jpg,,Lay's,https://images.openfoodfacts.org/images/products/092/138/198/2870/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
12751112,data\processed\packaging\12751112.png,packaging,,data\raw\packaging\12751112.jpg,Haldirams Aloo Bhujia,Haldiram,https://images.openfoodfacts.org/images/products/000/001/275/1112/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
24998796,data\processed\packaging\24998796.png,packaging,,data\raw\packaging\24998796.jpg,Classic salted chips,Swagath,https://images.openfoodfacts.org/images/products/000/002/499/8796/front_en.5.full.jpg,open_food_facts,CC-BY-SA,,,,,
3168930007432,data\processed\packaging\3168930007432.png,packaging,,data\raw\packaging\3168930007432.jpg,Chips barbecue,Lay's,https://images.openfoodfacts.org/images/products/316/893/000/7432/front_fr.52.full.jpg,open_food_facts,CC-BY-SA,,,,,
3420301704808,data\processed\packaging\3420301704808.png,packaging,,data\raw\packaging\3420301704808.jpg,India's Magic Masala,Lay's,https://images.openfoodfacts.org/images/products/342/030/170/4808/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
3948491405003,data\processed\packaging\3948491405003.png,packaging,,data\raw\packaging\3948491405003.jpg,Plain,Uncle Chipps,https://images.openfoodfacts.org/images/products/394/849/140/5003/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
4901521111458,data\processed\packaging\4901521111458.png,packaging,,data\raw\packaging\4901521111458.jpg,chips,bingo,https://images.openfoodfacts.org/images/products/490/152/111/1458/front_en.12.full.jpg,open_food_facts,CC-BY-SA,,,,,
5026489484761,data\processed\packaging\5026489484761.png,packaging,,data\raw\packaging\5026489484761.jpg,Quinoa chips,Cofresh,https://images.openfoodfacts.org/images/products/502/648/948/4761/front_en.4.full.jpg,open_food_facts,CC-BY-SA,,,,,
6001069206581,data\processed\packaging\6001069206581.png,packaging,,data\raw\packaging\6001069206581.jpg,Potato Chips Salt & Vinegar Flavour,Lay's,https://images.openfoodfacts.org/images/products/600/106/920/6581/front_en.10.full.jpg,open_food_facts,CC-BY-SA,,,,,
6009510804782,data\processed\packaging\6009510804782.png,packaging,,data\raw\packaging\6009510804782.jpg,Potato Chips Salted,Lay's,https://images.openfoodfacts.org/images/products/600/951/080/4782/front_fr.26.full.jpg,open_food_facts,CC-BY-SA,,,,,
6009510806151,data\processed\packaging\6009510806151.png,packaging,,data\raw\packaging\6009510806151.jpg,classic salted chips,Lay's,https://images.openfoodfacts.org/images/products/600/951/080/6151/front_en.20.full.jpg,open_food_facts,CC-BY-SA,,,,,
6784005228563,data\processed\packaging\6784005228563.png,packaging,,data\raw\packaging\6784005228563.jpg,,,https://images.openfoodfacts.org/images/products/678/400/522/8563/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
6900090572132,data\processed\packaging\6900090572132.png,packaging,,data\raw\packaging\6900090572132.jpg,,,https://images.openfoodfacts.org/images/products/690/009/057/2132/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
8429417241714,data\processed\packaging\8429417241714.png,packaging,,data\raw\packaging\8429417241714.jpg,,,https://images.openfoodfacts.org/images/products/842/941/724/1714/front_es.5.full.jpg,open_food_facts,CC-BY-SA,,,,,
8886467100277,data\processed\packaging\8886467100277.png,packaging,,data\raw\packaging\8886467100277.jpg,Pringles - Original,Pringles,https://images.openfoodfacts.org/images/products/888/646/710/0277/front_en.17.full.jpg,open_food_facts,CC-BY-SA,,,,,
8886467122392,data\processed\packaging\8886467122392.png,packaging,,data\raw\packaging\8886467122392.jpg,PRINGLES ( ORIGINAL ),"Pringles, Kellanova",https://images.openfoodfacts.org/images/products/888/646/712/2392/front_en.26.full.jpg,open_food_facts,CC-BY-SA,,,,,
8886467122408,data\processed\packaging\8886467122408.png,packaging,,data\raw\packaging\8886467122408.jpg,Potato chips,Pringles,https://images.openfoodfacts.org/images/products/888/646/712/2408/front_en.10.full.jpg,open_food_facts,CC-BY-SA,,,,,
8886467122415,data\processed\packaging\8886467122415.png,packaging,,data\raw\packaging\8886467122415.jpg,Pringles,Pringles,https://images.openfoodfacts.org/images/products/888/646/712/2415/front_en.21.full.jpg,open_food_facts,CC-BY-SA,,,,,
8886467122422,data\processed\packaging\8886467122422.png,packaging,,data\raw\packaging\8886467122422.jpg,Fusion Chutney Flavour,"Kellogg's, Pringles",https://images.openfoodfacts.org/images/products/888/646/712/2422/front_en.3.full.jpg,open_food_facts,CC-BY-SA,,,,,
